INFO:ssgetpy.query:Found 2904 entries
INFO:ssgetpy.query:Downloading LPnetlib/lpi_gran to /home/jb2695/.ssgetpy/MM/LPnetlib/lpi_gran
INFO:ssgetpy.query:Downloading LPnetlib/lpi_greenbea to /home/jb2695/.ssgetpy/MM/LPnetlib/lpi_greenbea
INFO:ssgetpy.query:Downloading LPnetlib/lpi_itest2 to /home/jb2695/.ssgetpy/MM/LPnetlib/lpi_itest2
INFO:ssgetpy.query:Downloading LPnetlib/lpi_itest6 to /home/jb2695/.ssgetpy/MM/LPnetlib/lpi_itest6
INFO:ssgetpy.query:Downloading LPnetlib/lpi_klein1 to /home/jb2695/.ssgetpy/MM/LPnetlib/lpi_klein1
INFO:ssgetpy.query:Downloading LPnetlib/lpi_klein2 to /home/jb2695/.ssgetpy/MM/LPnetlib/lpi_klein2
INFO:ssgetpy.query:Downloading LPnetlib/lpi_klein3 to /home/jb2695/.ssgetpy/MM/LPnetlib/lpi_klein3
INFO:ssgetpy.query:Downloading LPnetlib/lpi_mondou2 to /home/jb2695/.ssgetpy/MM/LPnetlib/lpi_mondou2
INFO:ssgetpy.query:Downloading LPnetlib/lpi_pang to /home/jb2695/.ssgetpy/MM/LPnetlib/lpi_pang
INFO:ssgetpy.query:Downloading LPnetlib/lpi_pilot4i to /home/jb2695/.ssgetpy/MM/LPnetlib/lpi_pilot4i
INFO:ssgetpy.query:Downloading LPnetlib/lpi_qual to /home/jb2695/.ssgetpy/MM/LPnetlib/lpi_qual
INFO:ssgetpy.query:Downloading LPnetlib/lpi_reactor to /home/jb2695/.ssgetpy/MM/LPnetlib/lpi_reactor
INFO:ssgetpy.query:Downloading LPnetlib/lpi_refinery to /home/jb2695/.ssgetpy/MM/LPnetlib/lpi_refinery
INFO:ssgetpy.query:Downloading LPnetlib/lpi_vol1 to /home/jb2695/.ssgetpy/MM/LPnetlib/lpi_vol1
INFO:ssgetpy.query:Downloading LPnetlib/lpi_woodinfe to /home/jb2695/.ssgetpy/MM/LPnetlib/lpi_woodinfe
INFO:ssgetpy.query:Downloading Li/li to /home/jb2695/.ssgetpy/MM/Li/li
INFO:ssgetpy.query:Downloading Li/pli to /home/jb2695/.ssgetpy/MM/Li/pli
INFO:ssgetpy.query:Downloading Mallya/lhr01 to /home/jb2695/.ssgetpy/MM/Mallya/lhr01
INFO:ssgetpy.query:Downloading Mallya/lhr02 to /home/jb2695/.ssgetpy/MM/Mallya/lhr02
INFO:ssgetpy.query:Downloading Mallya/lhr04 to /home/jb2695/.ssgetpy/MM/Mallya/lhr04
INFO:ssgetpy.query:Downloading Mallya/lhr04c to /home/jb2695/.ssgetpy/MM/Mallya/lhr04c
INFO:ssgetpy.query:Downloading Mallya/lhr07 to /home/jb2695/.ssgetpy/MM/Mallya/lhr07
INFO:ssgetpy.query:Downloading Mallya/lhr07c to /home/jb2695/.ssgetpy/MM/Mallya/lhr07c
INFO:ssgetpy.query:Downloading Mallya/lhr10 to /home/jb2695/.ssgetpy/MM/Mallya/lhr10
INFO:ssgetpy.query:Downloading Mallya/lhr10c to /home/jb2695/.ssgetpy/MM/Mallya/lhr10c
INFO:ssgetpy.query:Downloading Mallya/lhr11 to /home/jb2695/.ssgetpy/MM/Mallya/lhr11
INFO:ssgetpy.query:Downloading Mallya/lhr11c to /home/jb2695/.ssgetpy/MM/Mallya/lhr11c
INFO:ssgetpy.query:Downloading Mallya/lhr14 to /home/jb2695/.ssgetpy/MM/Mallya/lhr14
INFO:ssgetpy.query:Downloading Mallya/lhr14c to /home/jb2695/.ssgetpy/MM/Mallya/lhr14c
INFO:ssgetpy.query:Downloading Mallya/lhr17 to /home/jb2695/.ssgetpy/MM/Mallya/lhr17
INFO:ssgetpy.query:Downloading Mallya/lhr17c to /home/jb2695/.ssgetpy/MM/Mallya/lhr17c
INFO:ssgetpy.query:Downloading Mallya/lhr34 to /home/jb2695/.ssgetpy/MM/Mallya/lhr34
INFO:ssgetpy.query:Downloading Mallya/lhr34c to /home/jb2695/.ssgetpy/MM/Mallya/lhr34c
INFO:ssgetpy.query:Downloading Mallya/lhr71 to /home/jb2695/.ssgetpy/MM/Mallya/lhr71
INFO:ssgetpy.query:Downloading Mallya/lhr71c to /home/jb2695/.ssgetpy/MM/Mallya/lhr71c
INFO:ssgetpy.query:Downloading Mulvey/finan512 to /home/jb2695/.ssgetpy/MM/Mulvey/finan512
INFO:ssgetpy.query:Downloading Mulvey/pfinan512 to /home/jb2695/.ssgetpy/MM/Mulvey/pfinan512
INFO:ssgetpy.query:Downloading Nasa/barth to /home/jb2695/.ssgetpy/MM/Nasa/barth
INFO:ssgetpy.query:Downloading Nasa/barth4 to /home/jb2695/.ssgetpy/MM/Nasa/barth4
INFO:ssgetpy.query:Downloading Nasa/barth5 to /home/jb2695/.ssgetpy/MM/Nasa/barth5
INFO:ssgetpy.query:Downloading Nasa/nasa1824 to /home/jb2695/.ssgetpy/MM/Nasa/nasa1824
INFO:ssgetpy.query:Downloading Nasa/nasa2146 to /home/jb2695/.ssgetpy/MM/Nasa/nasa2146
INFO:ssgetpy.query:Downloading Nasa/nasa2910 to /home/jb2695/.ssgetpy/MM/Nasa/nasa2910
INFO:ssgetpy.query:Downloading Nasa/nasa4704 to /home/jb2695/.ssgetpy/MM/Nasa/nasa4704
INFO:ssgetpy.query:Downloading Nasa/nasasrb to /home/jb2695/.ssgetpy/MM/Nasa/nasasrb
INFO:ssgetpy.query:Downloading Nasa/pwt to /home/jb2695/.ssgetpy/MM/Nasa/pwt
INFO:ssgetpy.query:Downloading Nasa/shuttle_eddy to /home/jb2695/.ssgetpy/MM/Nasa/shuttle_eddy
INFO:ssgetpy.query:Downloading Nasa/skirt to /home/jb2695/.ssgetpy/MM/Nasa/skirt
INFO:ssgetpy.query:Downloading Nemeth/nemeth01 to /home/jb2695/.ssgetpy/MM/Nemeth/nemeth01
INFO:ssgetpy.query:Downloading Nemeth/nemeth02 to /home/jb2695/.ssgetpy/MM/Nemeth/nemeth02
INFO:ssgetpy.query:Downloading Nemeth/nemeth03 to /home/jb2695/.ssgetpy/MM/Nemeth/nemeth03
INFO:ssgetpy.query:Downloading Nemeth/nemeth04 to /home/jb2695/.ssgetpy/MM/Nemeth/nemeth04
INFO:ssgetpy.query:Downloading Nemeth/nemeth05 to /home/jb2695/.ssgetpy/MM/Nemeth/nemeth05
INFO:ssgetpy.query:Downloading Nemeth/nemeth06 to /home/jb2695/.ssgetpy/MM/Nemeth/nemeth06
INFO:ssgetpy.query:Downloading Nemeth/nemeth07 to /home/jb2695/.ssgetpy/MM/Nemeth/nemeth07
INFO:ssgetpy.query:Downloading Nemeth/nemeth08 to /home/jb2695/.ssgetpy/MM/Nemeth/nemeth08
INFO:ssgetpy.query:Downloading Nemeth/nemeth09 to /home/jb2695/.ssgetpy/MM/Nemeth/nemeth09
INFO:ssgetpy.query:Downloading Nemeth/nemeth10 to /home/jb2695/.ssgetpy/MM/Nemeth/nemeth10
INFO:ssgetpy.query:Downloading Nemeth/nemeth11 to /home/jb2695/.ssgetpy/MM/Nemeth/nemeth11
INFO:ssgetpy.query:Downloading Nemeth/nemeth12 to /home/jb2695/.ssgetpy/MM/Nemeth/nemeth12
INFO:ssgetpy.query:Downloading Nemeth/nemeth13 to /home/jb2695/.ssgetpy/MM/Nemeth/nemeth13
INFO:ssgetpy.query:Downloading Nemeth/nemeth14 to /home/jb2695/.ssgetpy/MM/Nemeth/nemeth14
INFO:ssgetpy.query:Downloading Nemeth/nemeth15 to /home/jb2695/.ssgetpy/MM/Nemeth/nemeth15
INFO:ssgetpy.query:Downloading Nemeth/nemeth16 to /home/jb2695/.ssgetpy/MM/Nemeth/nemeth16
INFO:ssgetpy.query:Downloading Nemeth/nemeth17 to /home/jb2695/.ssgetpy/MM/Nemeth/nemeth17
INFO:ssgetpy.query:Downloading Nemeth/nemeth18 to /home/jb2695/.ssgetpy/MM/Nemeth/nemeth18
INFO:ssgetpy.query:Downloading Nemeth/nemeth19 to /home/jb2695/.ssgetpy/MM/Nemeth/nemeth19
INFO:ssgetpy.query:Downloading Nemeth/nemeth20 to /home/jb2695/.ssgetpy/MM/Nemeth/nemeth20
INFO:ssgetpy.query:Downloading Nemeth/nemeth21 to /home/jb2695/.ssgetpy/MM/Nemeth/nemeth21
INFO:ssgetpy.query:Downloading Nemeth/nemeth22 to /home/jb2695/.ssgetpy/MM/Nemeth/nemeth22
INFO:ssgetpy.query:Downloading Nemeth/nemeth23 to /home/jb2695/.ssgetpy/MM/Nemeth/nemeth23
INFO:ssgetpy.query:Downloading Nemeth/nemeth24 to /home/jb2695/.ssgetpy/MM/Nemeth/nemeth24
INFO:ssgetpy.query:Downloading Nemeth/nemeth25 to /home/jb2695/.ssgetpy/MM/Nemeth/nemeth25
INFO:ssgetpy.query:Downloading Nemeth/nemeth26 to /home/jb2695/.ssgetpy/MM/Nemeth/nemeth26
INFO:ssgetpy.query:Downloading Okunbor/aft01 to /home/jb2695/.ssgetpy/MM/Okunbor/aft01
INFO:ssgetpy.query:Downloading Okunbor/aft02 to /home/jb2695/.ssgetpy/MM/Okunbor/aft02
INFO:ssgetpy.query:Downloading Qaplib/lp_nug05 to /home/jb2695/.ssgetpy/MM/Qaplib/lp_nug05
INFO:ssgetpy.query:Downloading Qaplib/lp_nug06 to /home/jb2695/.ssgetpy/MM/Qaplib/lp_nug06
INFO:ssgetpy.query:Downloading Qaplib/lp_nug07 to /home/jb2695/.ssgetpy/MM/Qaplib/lp_nug07
INFO:ssgetpy.query:Downloading Qaplib/lp_nug08 to /home/jb2695/.ssgetpy/MM/Qaplib/lp_nug08
INFO:ssgetpy.query:Downloading Qaplib/lp_nug12 to /home/jb2695/.ssgetpy/MM/Qaplib/lp_nug12
INFO:ssgetpy.query:Downloading Qaplib/lp_nug15 to /home/jb2695/.ssgetpy/MM/Qaplib/lp_nug15
INFO:ssgetpy.query:Downloading Qaplib/lp_nug20 to /home/jb2695/.ssgetpy/MM/Qaplib/lp_nug20
INFO:ssgetpy.query:Downloading Qaplib/lp_nug30 to /home/jb2695/.ssgetpy/MM/Qaplib/lp_nug30
INFO:ssgetpy.query:Downloading Ronis/xenon1 to /home/jb2695/.ssgetpy/MM/Ronis/xenon1
INFO:ssgetpy.query:Downloading Ronis/xenon2 to /home/jb2695/.ssgetpy/MM/Ronis/xenon2
INFO:ssgetpy.query:Downloading Rothberg/3dtube to /home/jb2695/.ssgetpy/MM/Rothberg/3dtube
INFO:ssgetpy.query:Downloading Rothberg/cfd1 to /home/jb2695/.ssgetpy/MM/Rothberg/cfd1
INFO:ssgetpy.query:Downloading Rothberg/cfd2 to /home/jb2695/.ssgetpy/MM/Rothberg/cfd2
INFO:ssgetpy.query:Downloading Rothberg/gearbox to /home/jb2695/.ssgetpy/MM/Rothberg/gearbox
INFO:ssgetpy.query:Downloading Rothberg/struct3 to /home/jb2695/.ssgetpy/MM/Rothberg/struct3
INFO:ssgetpy.query:Downloading Rothberg/struct4 to /home/jb2695/.ssgetpy/MM/Rothberg/struct4
INFO:ssgetpy.query:Downloading Shyy/shyy161 to /home/jb2695/.ssgetpy/MM/Shyy/shyy161
INFO:ssgetpy.query:Downloading Shyy/shyy41 to /home/jb2695/.ssgetpy/MM/Shyy/shyy41
INFO:ssgetpy.query:Downloading Simon/appu to /home/jb2695/.ssgetpy/MM/Simon/appu
INFO:ssgetpy.query:Downloading Simon/bbmat to /home/jb2695/.ssgetpy/MM/Simon/bbmat
INFO:ssgetpy.query:Downloading Simon/olafu to /home/jb2695/.ssgetpy/MM/Simon/olafu
INFO:ssgetpy.query:Downloading Simon/raefsky1 to /home/jb2695/.ssgetpy/MM/Simon/raefsky1
INFO:ssgetpy.query:Downloading Simon/raefsky2 to /home/jb2695/.ssgetpy/MM/Simon/raefsky2
INFO:ssgetpy.query:Downloading Simon/raefsky3 to /home/jb2695/.ssgetpy/MM/Simon/raefsky3
INFO:ssgetpy.query:Downloading Simon/raefsky4 to /home/jb2695/.ssgetpy/MM/Simon/raefsky4
INFO:ssgetpy.query:Downloading Simon/raefsky5 to /home/jb2695/.ssgetpy/MM/Simon/raefsky5
INFO:ssgetpy.query:Downloading Simon/raefsky6 to /home/jb2695/.ssgetpy/MM/Simon/raefsky6
INFO:ssgetpy.query:Downloading Simon/venkat01 to /home/jb2695/.ssgetpy/MM/Simon/venkat01
INFO:ssgetpy.query:Downloading Simon/venkat25 to /home/jb2695/.ssgetpy/MM/Simon/venkat25
INFO:ssgetpy.query:Downloading Simon/venkat50 to /home/jb2695/.ssgetpy/MM/Simon/venkat50
INFO:ssgetpy.query:Downloading TOKAMAK/utm1700b to /home/jb2695/.ssgetpy/MM/TOKAMAK/utm1700b
INFO:ssgetpy.query:Downloading TOKAMAK/utm300 to /home/jb2695/.ssgetpy/MM/TOKAMAK/utm300
INFO:ssgetpy.query:Downloading TOKAMAK/utm3060 to /home/jb2695/.ssgetpy/MM/TOKAMAK/utm3060
INFO:ssgetpy.query:Downloading TOKAMAK/utm5940 to /home/jb2695/.ssgetpy/MM/TOKAMAK/utm5940
INFO:ssgetpy.query:Downloading Vavasis/av41092 to /home/jb2695/.ssgetpy/MM/Vavasis/av41092
INFO:ssgetpy.query:Downloading Wang/swang1 to /home/jb2695/.ssgetpy/MM/Wang/swang1
INFO:ssgetpy.query:Downloading Wang/swang2 to /home/jb2695/.ssgetpy/MM/Wang/swang2
INFO:ssgetpy.query:Downloading Wang/wang1 to /home/jb2695/.ssgetpy/MM/Wang/wang1
INFO:ssgetpy.query:Downloading Wang/wang2 to /home/jb2695/.ssgetpy/MM/Wang/wang2
INFO:ssgetpy.query:Downloading Wang/wang3 to /home/jb2695/.ssgetpy/MM/Wang/wang3
INFO:ssgetpy.query:Downloading Wang/wang4 to /home/jb2695/.ssgetpy/MM/Wang/wang4
INFO:ssgetpy.query:Downloading Zhao/Zhao1 to /home/jb2695/.ssgetpy/MM/Zhao/Zhao1
INFO:ssgetpy.query:Downloading Zhao/Zhao2 to /home/jb2695/.ssgetpy/MM/Zhao/Zhao2
INFO:ssgetpy.query:Downloading Zitney/extr1 to /home/jb2695/.ssgetpy/MM/Zitney/extr1
INFO:ssgetpy.query:Downloading Zitney/hydr1 to /home/jb2695/.ssgetpy/MM/Zitney/hydr1
INFO:ssgetpy.query:Downloading Zitney/radfr1 to /home/jb2695/.ssgetpy/MM/Zitney/radfr1
INFO:ssgetpy.query:Downloading Zitney/rdist1 to /home/jb2695/.ssgetpy/MM/Zitney/rdist1
INFO:ssgetpy.query:Downloading Zitney/rdist2 to /home/jb2695/.ssgetpy/MM/Zitney/rdist2
INFO:ssgetpy.query:Downloading Zitney/rdist3a to /home/jb2695/.ssgetpy/MM/Zitney/rdist3a
INFO:ssgetpy.query:Downloading Cunningham/k3plates to /home/jb2695/.ssgetpy/MM/Cunningham/k3plates
INFO:ssgetpy.query:Downloading Cunningham/m3plates to /home/jb2695/.ssgetpy/MM/Cunningham/m3plates
INFO:ssgetpy.query:Downloading Cunningham/qa8fk to /home/jb2695/.ssgetpy/MM/Cunningham/qa8fk
INFO:ssgetpy.query:Downloading Cunningham/qa8fm to /home/jb2695/.ssgetpy/MM/Cunningham/qa8fm
INFO:ssgetpy.query:Downloading Boeing/bcsstk39 to /home/jb2695/.ssgetpy/MM/Boeing/bcsstk39
INFO:ssgetpy.query:Downloading Chen/pkustk01 to /home/jb2695/.ssgetpy/MM/Chen/pkustk01
INFO:ssgetpy.query:Downloading Chen/pkustk02 to /home/jb2695/.ssgetpy/MM/Chen/pkustk02
INFO:ssgetpy.query:Downloading Chen/pkustk03 to /home/jb2695/.ssgetpy/MM/Chen/pkustk03
INFO:ssgetpy.query:Downloading Chen/pkustk04 to /home/jb2695/.ssgetpy/MM/Chen/pkustk04
INFO:ssgetpy.query:Downloading Chen/pkustk05 to /home/jb2695/.ssgetpy/MM/Chen/pkustk05
INFO:ssgetpy.query:Downloading Chen/pkustk06 to /home/jb2695/.ssgetpy/MM/Chen/pkustk06
INFO:ssgetpy.query:Downloading Chen/pkustk07 to /home/jb2695/.ssgetpy/MM/Chen/pkustk07
INFO:ssgetpy.query:Downloading Chen/pkustk08 to /home/jb2695/.ssgetpy/MM/Chen/pkustk08
INFO:ssgetpy.query:Downloading Chen/pkustk09 to /home/jb2695/.ssgetpy/MM/Chen/pkustk09
INFO:ssgetpy.query:Downloading Chen/pkustk10 to /home/jb2695/.ssgetpy/MM/Chen/pkustk10
INFO:ssgetpy.query:Downloading Chen/pkustk11 to /home/jb2695/.ssgetpy/MM/Chen/pkustk11
INFO:ssgetpy.query:Downloading Chen/pkustk12 to /home/jb2695/.ssgetpy/MM/Chen/pkustk12
INFO:ssgetpy.query:Downloading Chen/pkustk13 to /home/jb2695/.ssgetpy/MM/Chen/pkustk13
INFO:ssgetpy.query:Downloading Chen/pkustk14 to /home/jb2695/.ssgetpy/MM/Chen/pkustk14
INFO:ssgetpy.query:Downloading MathWorks/pivtol to /home/jb2695/.ssgetpy/MM/MathWorks/pivtol
INFO:ssgetpy.query:Downloading Kim/kim1 to /home/jb2695/.ssgetpy/MM/Kim/kim1
INFO:ssgetpy.query:Downloading Kim/kim2 to /home/jb2695/.ssgetpy/MM/Kim/kim2
INFO:ssgetpy.query:Downloading Langemyr/comsol to /home/jb2695/.ssgetpy/MM/Langemyr/comsol
INFO:ssgetpy.query:Downloading Pothen/barth to /home/jb2695/.ssgetpy/MM/Pothen/barth
INFO:ssgetpy.query:Downloading Pothen/barth4 to /home/jb2695/.ssgetpy/MM/Pothen/barth4
INFO:ssgetpy.query:Downloading Pothen/barth5 to /home/jb2695/.ssgetpy/MM/Pothen/barth5
INFO:ssgetpy.query:Downloading Pothen/bodyy4 to /home/jb2695/.ssgetpy/MM/Pothen/bodyy4
INFO:ssgetpy.query:Downloading Pothen/bodyy5 to /home/jb2695/.ssgetpy/MM/Pothen/bodyy5
INFO:ssgetpy.query:Downloading Pothen/bodyy6 to /home/jb2695/.ssgetpy/MM/Pothen/bodyy6
INFO:ssgetpy.query:Downloading Pothen/commanche_dual to /home/jb2695/.ssgetpy/MM/Pothen/commanche_dual
INFO:ssgetpy.query:Downloading Pothen/mesh1e1 to /home/jb2695/.ssgetpy/MM/Pothen/mesh1e1
INFO:ssgetpy.query:Downloading Pothen/mesh1em1 to /home/jb2695/.ssgetpy/MM/Pothen/mesh1em1
INFO:ssgetpy.query:Downloading Pothen/mesh1em6 to /home/jb2695/.ssgetpy/MM/Pothen/mesh1em6
INFO:ssgetpy.query:Downloading Pothen/mesh2e1 to /home/jb2695/.ssgetpy/MM/Pothen/mesh2e1
INFO:ssgetpy.query:Downloading Pothen/mesh2em5 to /home/jb2695/.ssgetpy/MM/Pothen/mesh2em5
INFO:ssgetpy.query:Downloading Pothen/mesh3e1 to /home/jb2695/.ssgetpy/MM/Pothen/mesh3e1
INFO:ssgetpy.query:Downloading Pothen/mesh3em5 to /home/jb2695/.ssgetpy/MM/Pothen/mesh3em5
INFO:ssgetpy.query:Downloading Pothen/onera_dual to /home/jb2695/.ssgetpy/MM/Pothen/onera_dual
INFO:ssgetpy.query:Downloading Pothen/pwt to /home/jb2695/.ssgetpy/MM/Pothen/pwt
INFO:ssgetpy.query:Downloading Pothen/shuttle_eddy to /home/jb2695/.ssgetpy/MM/Pothen/shuttle_eddy
INFO:ssgetpy.query:Downloading Pothen/skirt to /home/jb2695/.ssgetpy/MM/Pothen/skirt
INFO:ssgetpy.query:Downloading Pothen/sphere2 to /home/jb2695/.ssgetpy/MM/Pothen/sphere2
INFO:ssgetpy.query:Downloading Pothen/sphere3 to /home/jb2695/.ssgetpy/MM/Pothen/sphere3
INFO:ssgetpy.query:Downloading Pothen/tandem_dual to /home/jb2695/.ssgetpy/MM/Pothen/tandem_dual
INFO:ssgetpy.query:Downloading Pothen/tandem_vtx to /home/jb2695/.ssgetpy/MM/Pothen/tandem_vtx
INFO:ssgetpy.query:Downloading Norris/fv1 to /home/jb2695/.ssgetpy/MM/Norris/fv1
INFO:ssgetpy.query:Downloading Norris/fv2 to /home/jb2695/.ssgetpy/MM/Norris/fv2
INFO:ssgetpy.query:Downloading Norris/fv3 to /home/jb2695/.ssgetpy/MM/Norris/fv3
INFO:ssgetpy.query:Downloading Norris/heart1 to /home/jb2695/.ssgetpy/MM/Norris/heart1
INFO:ssgetpy.query:Downloading Norris/heart2 to /home/jb2695/.ssgetpy/MM/Norris/heart2
INFO:ssgetpy.query:Downloading Norris/heart3 to /home/jb2695/.ssgetpy/MM/Norris/heart3
INFO:ssgetpy.query:Downloading Norris/lung1 to /home/jb2695/.ssgetpy/MM/Norris/lung1
INFO:ssgetpy.query:Downloading Norris/lung2 to /home/jb2695/.ssgetpy/MM/Norris/lung2
INFO:ssgetpy.query:Downloading Norris/stomach to /home/jb2695/.ssgetpy/MM/Norris/stomach
INFO:ssgetpy.query:Downloading Norris/torso1 to /home/jb2695/.ssgetpy/MM/Norris/torso1
INFO:ssgetpy.query:Downloading Norris/torso2 to /home/jb2695/.ssgetpy/MM/Norris/torso2
INFO:ssgetpy.query:Downloading Norris/torso3 to /home/jb2695/.ssgetpy/MM/Norris/torso3
INFO:ssgetpy.query:Downloading Shen/e40r0100 to /home/jb2695/.ssgetpy/MM/Shen/e40r0100
INFO:ssgetpy.query:Downloading Shen/shermanACa to /home/jb2695/.ssgetpy/MM/Shen/shermanACa
INFO:ssgetpy.query:Downloading Shen/shermanACb to /home/jb2695/.ssgetpy/MM/Shen/shermanACb
INFO:ssgetpy.query:Downloading Shen/shermanACd to /home/jb2695/.ssgetpy/MM/Shen/shermanACd
INFO:ssgetpy.query:Downloading Pereyra/landmark to /home/jb2695/.ssgetpy/MM/Pereyra/landmark
INFO:ssgetpy.query:Downloading vanHeukelum/cage3 to /home/jb2695/.ssgetpy/MM/vanHeukelum/cage3
INFO:ssgetpy.query:Downloading vanHeukelum/cage4 to /home/jb2695/.ssgetpy/MM/vanHeukelum/cage4
INFO:ssgetpy.query:Downloading vanHeukelum/cage5 to /home/jb2695/.ssgetpy/MM/vanHeukelum/cage5
INFO:ssgetpy.query:Downloading vanHeukelum/cage6 to /home/jb2695/.ssgetpy/MM/vanHeukelum/cage6
INFO:ssgetpy.query:Downloading vanHeukelum/cage7 to /home/jb2695/.ssgetpy/MM/vanHeukelum/cage7
INFO:ssgetpy.query:Downloading vanHeukelum/cage8 to /home/jb2695/.ssgetpy/MM/vanHeukelum/cage8
INFO:ssgetpy.query:Downloading vanHeukelum/cage9 to /home/jb2695/.ssgetpy/MM/vanHeukelum/cage9
INFO:ssgetpy.query:Downloading vanHeukelum/cage10 to /home/jb2695/.ssgetpy/MM/vanHeukelum/cage10
INFO:ssgetpy.query:Downloading vanHeukelum/cage11 to /home/jb2695/.ssgetpy/MM/vanHeukelum/cage11
INFO:ssgetpy.query:Downloading vanHeukelum/cage12 to /home/jb2695/.ssgetpy/MM/vanHeukelum/cage12
INFO:ssgetpy.query:Downloading vanHeukelum/cage13 to /home/jb2695/.ssgetpy/MM/vanHeukelum/cage13
INFO:ssgetpy.query:Downloading vanHeukelum/cage14 to /home/jb2695/.ssgetpy/MM/vanHeukelum/cage14
INFO:ssgetpy.query:Downloading vanHeukelum/cage15 to /home/jb2695/.ssgetpy/MM/vanHeukelum/cage15
INFO:ssgetpy.query:Downloading Hohn/fd12 to /home/jb2695/.ssgetpy/MM/Hohn/fd12
INFO:ssgetpy.query:Downloading Hohn/fd15 to /home/jb2695/.ssgetpy/MM/Hohn/fd15
INFO:ssgetpy.query:Downloading Hohn/fd18 to /home/jb2695/.ssgetpy/MM/Hohn/fd18
INFO:ssgetpy.query:Downloading Hohn/sinc12 to /home/jb2695/.ssgetpy/MM/Hohn/sinc12
INFO:ssgetpy.query:Downloading Hohn/sinc15 to /home/jb2695/.ssgetpy/MM/Hohn/sinc15
INFO:ssgetpy.query:Downloading Hohn/sinc18 to /home/jb2695/.ssgetpy/MM/Hohn/sinc18
INFO:ssgetpy.query:Downloading Alemdar/Alemdar to /home/jb2695/.ssgetpy/MM/Alemdar/Alemdar
INFO:ssgetpy.query:Downloading Andrews/Andrews to /home/jb2695/.ssgetpy/MM/Andrews/Andrews
INFO:ssgetpy.query:Downloading FEMLAB/ns3Da to /home/jb2695/.ssgetpy/MM/FEMLAB/ns3Da
INFO:ssgetpy.query:Downloading FEMLAB/poisson2D to /home/jb2695/.ssgetpy/MM/FEMLAB/poisson2D
INFO:ssgetpy.query:Downloading FEMLAB/poisson3Da to /home/jb2695/.ssgetpy/MM/FEMLAB/poisson3Da
INFO:ssgetpy.query:Downloading FEMLAB/poisson3Db to /home/jb2695/.ssgetpy/MM/FEMLAB/poisson3Db
INFO:ssgetpy.query:Downloading FEMLAB/problem1 to /home/jb2695/.ssgetpy/MM/FEMLAB/problem1
INFO:ssgetpy.query:Downloading FEMLAB/sme3Da to /home/jb2695/.ssgetpy/MM/FEMLAB/sme3Da
INFO:ssgetpy.query:Downloading FEMLAB/sme3Db to /home/jb2695/.ssgetpy/MM/FEMLAB/sme3Db
INFO:ssgetpy.query:Downloading FEMLAB/sme3Dc to /home/jb2695/.ssgetpy/MM/FEMLAB/sme3Dc
INFO:ssgetpy.query:Downloading FEMLAB/waveguide3D to /home/jb2695/.ssgetpy/MM/FEMLAB/waveguide3D
INFO:ssgetpy.query:Downloading Lucifora/cell1 to /home/jb2695/.ssgetpy/MM/Lucifora/cell1
INFO:ssgetpy.query:Downloading Lucifora/cell2 to /home/jb2695/.ssgetpy/MM/Lucifora/cell2
INFO:ssgetpy.query:Downloading ND/nd3k to /home/jb2695/.ssgetpy/MM/ND/nd3k
INFO:ssgetpy.query:Downloading ND/nd6k to /home/jb2695/.ssgetpy/MM/ND/nd6k
INFO:ssgetpy.query:Downloading ND/nd12k to /home/jb2695/.ssgetpy/MM/ND/nd12k
INFO:ssgetpy.query:Downloading ND/nd24k to /home/jb2695/.ssgetpy/MM/ND/nd24k
INFO:ssgetpy.query:Downloading Schenk_AFE/af_shell1 to /home/jb2695/.ssgetpy/MM/Schenk_AFE/af_shell1
INFO:ssgetpy.query:Downloading Schenk_AFE/af_shell2 to /home/jb2695/.ssgetpy/MM/Schenk_AFE/af_shell2
INFO:ssgetpy.query:Downloading Schenk_AFE/af_shell3 to /home/jb2695/.ssgetpy/MM/Schenk_AFE/af_shell3
INFO:ssgetpy.query:Downloading Schenk_AFE/af_shell4 to /home/jb2695/.ssgetpy/MM/Schenk_AFE/af_shell4
INFO:ssgetpy.query:Downloading Schenk_AFE/af_shell5 to /home/jb2695/.ssgetpy/MM/Schenk_AFE/af_shell5
INFO:ssgetpy.query:Downloading Schenk_AFE/af_shell6 to /home/jb2695/.ssgetpy/MM/Schenk_AFE/af_shell6
INFO:ssgetpy.query:Downloading Schenk_AFE/af_shell7 to /home/jb2695/.ssgetpy/MM/Schenk_AFE/af_shell7
INFO:ssgetpy.query:Downloading Schenk_AFE/af_shell8 to /home/jb2695/.ssgetpy/MM/Schenk_AFE/af_shell8
INFO:ssgetpy.query:Downloading Schenk_AFE/af_shell9 to /home/jb2695/.ssgetpy/MM/Schenk_AFE/af_shell9
INFO:ssgetpy.query:Downloading Schenk_IBMNA/c-62 to /home/jb2695/.ssgetpy/MM/Schenk_IBMNA/c-62
INFO:ssgetpy.query:Downloading Schenk_IBMNA/c-64 to /home/jb2695/.ssgetpy/MM/Schenk_IBMNA/c-64
INFO:ssgetpy.query:Downloading Schenk_IBMNA/c-66 to /home/jb2695/.ssgetpy/MM/Schenk_IBMNA/c-66
INFO:ssgetpy.query:Downloading Schenk_IBMNA/c-67 to /home/jb2695/.ssgetpy/MM/Schenk_IBMNA/c-67
